CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13270.0,365,1,590.0,2,VIP
13271.0,36,96,217.38,0,Regular
13272.0,30,15,276.56,0,Regular
13273.0,112,16,138.98,0,Regular
13276.0,63,30,590.9300000000001,0,Regular
13277.0,15,8,258.4,0,Regular
13278.0,40,46,542.73,0,Regular
13279.0,77,9,137.75,0,Regular
13280.0,121,85,814.86,0,Regular
13282.0,17,37,1132.14,0,Regular
13283.0,59,7,93.66,0,Regular
13284.0,330,13,201.19,2,VIP
13285.0,22,187,2709.12,0,Regular
13291.0,155,42,361.11,2,VIP
13292.0,38,31,578.94,0,Regular
13294.0,189,54,873.74,2,VIP
13295.0,359,10,201.20000000000002,2,VIP
13296.0,136,5,87.4,0,Regular
13297.0,7,59,2089.85,0,Regular
13298.0,0,2,360.0,0,Regular
13299.0,267,5,142.5,2,VIP
13300.0,168,20,371.89,2,VIP
13301.0,103,81,618.09,0,Regular
13302.0,154,1,63.75,2,VIP
13304.0,350,21,300.42,2,VIP
13305.0,3,81,2000.86,0,Regular
13307.0,119,1,15.0,0,Regular
13308.0,22,54,1385.51,0,Regular
13309.0,6,107,1456.79,0,Regular
13310.0,27,72,1132.03,0,Regular
13311.0,3,26,598.57,0,Regular
13313.0,21,78,1555.3200000000002,0,Regular
13314.0,1,62,775.94,0,Regular
13316.0,36,87,5977.73,0,Regular
13317.0,65,124,2273.68,0,Regular
13318.0,0,20,640.76,0,Regular
13319.0,4,476,10845.550000000001,0,Regular
13320.0,77,106,1548.7,0,Regular
13321.0,71,11,567.36,0,Regular
13322.0,16,25,199.48000000000002,0,Regular
13323.0,2,21,787.85,0,Regular
13324.0,35,75,7121.95,0,Regular
13325.0,81,12,675.3,0,Regular
13327.0,38,108,3627.77,0,Regular
13328.0,315,17,1308.48,2,VIP
13329.0,31,17,789.0,0,Regular
13330.0,92,53,1140.93,0,Regular
13332.0,13,21,350.90000000000003,0,Regular
13334.0,81,268,3536.82,0,Regular
13336.0,76,51,795.12,0,Regular
13338.0,157,19,487.02,2,VIP
13339.0,200,54,860.12,2,VIP
13340.0,44,134,10736.48,0,Regular
13341.0,260,42,775.85,2,VIP
13343.0,177,19,353.43,2,VIP
13344.0,67,119,2543.7200000000003,0,Regular
13345.0,287,20,389.5,2,VIP
13347.0,69,8,341.36,0,Regular
13348.0,63,14,233.76000000000002,0,Regular
13349.0,10,16,247.32,0,Regular
13350.0,15,40,979.12,0,Regular
13351.0,65,16,373.94,0,Regular
13352.0,59,24,397.98,0,Regular
13354.0,70,51,743.53,0,Regular
13355.0,121,32,674.7,0,Regular
13356.0,79,42,768.24,0,Regular
13357.0,256,90,609.95,2,VIP
13358.0,268,29,439.03000000000003,2,VIP
13359.0,63,23,439.56,0,Regular
13362.0,8,166,3090.7400000000002,0,Regular
13363.0,17,60,992.5,0,Regular
13364.0,70,10,134.96,0,Regular
13365.0,33,128,2225.37,0,Regular
13366.0,49,1,56.16,0,Regular
13368.0,256,29,623.4,2,VIP
13369.0,365,14,308.28000000000003,2,VIP
13370.0,371,39,754.87,2,VIP
13372.0,89,23,378.64,0,Regular
13373.0,60,158,3312.25,0,Regular
13375.0,88,37,778.65,0,Regular
13376.0,98,53,1019.76,0,Regular
13379.0,25,97,572.56,0,Regular
13381.0,31,172,3639.31,0,Regular
13382.0,280,15,222.99,2,VIP
13384.0,30,152,4151.93,0,Regular
13385.0,329,35,534.57,2,VIP
13388.0,130,35,677.1,0,Regular
13389.0,10,51,797.96,0,Regular
13390.0,74,13,544.08,0,Regular
13391.0,203,1,59.8,2,VIP
13394.0,1,155,2520.02,0,Regular
13395.0,184,21,307.72,2,VIP
13396.0,28,43,1360.99,0,Regular
13397.0,72,38,1544.13,0,Regular
13398.0,191,26,457.34000000000003,2,VIP
13402.0,126,39,621.23,0,Regular
13403.0,17,3,75.0,0,Regular
13404.0,0,11,252.49,0,Regular
13405.0,73,27,572.451,0,Regular
13408.0,1,478,28117.04,0,Regular
13410.0,23,28,1003.06,0,Regular
13411.0,106,18,213.55,0,Regular
13414.0,133,24,1390.5,0,Regular
13416.0,43,19,712.5,0,Regular
13417.0,4,28,640.83,0,Regular
13418.0,11,304,6127.43,0,Regular
13419.0,63,16,221.06,0,Regular
13420.0,149,8,159.85,2,VIP
13421.0,39,104,1851.08,0,Regular
13422.0,63,127,2626.3,0,Regular
13425.0,107,78,1624.21,0,Regular
13426.0,0,157,3641.32,0,Regular
13427.0,18,29,582.6,0,Regular
13428.0,9,74,218.47,0,Regular
13429.0,10,67,1006.8,0,Regular
13430.0,18,49,679.45,0,Regular
13431.0,66,46,1269.1,0,Regular
13434.0,73,10,534.24,0,Regular
13435.0,4,101,3809.89,0,Regular
13436.0,1,12,196.89,0,Regular
13437.0,13,167,3408.06,0,Regular
13439.0,254,54,283.71,2,VIP
13441.0,91,13,296.64,0,Regular
13447.0,22,59,1129.14,0,Regular
13448.0,16,195,3539.3700000000003,0,Regular
13449.0,23,19,291.88,0,Regular
13450.0,26,71,2043.72,0,Regular
13451.0,25,443,2976.15,0,Regular
13452.0,258,2,590.0,2,VIP
13453.0,165,17,356.98,2,VIP
13455.0,24,46,1058.34,0,Regular
13456.0,17,63,1766.72,0,Regular
13458.0,6,382,9646.57,0,Regular
13460.0,28,17,183.44,0,Regular
13461.0,38,27,1445.0,0,Regular
13462.0,252,9,151.5,2,VIP
13464.0,57,41,674.68,0,Regular
13466.0,183,17,307.90000000000003,2,VIP
13467.0,10,99,1083.71,0,Regular
13468.0,1,302,5704.97,0,Regular
13470.0,98,10,165.0,0,Regular
13471.0,0,260,2531.58,0,Regular
13473.0,60,21,422.64,0,Regular
13474.0,235,64,229.59,2,VIP
13475.0,190,86,1431.78,2,VIP
13476.0,178,58,1238.47,2,VIP
13477.0,37,79,1454.58,0,Regular
13479.0,200,15,300.95,2,VIP
13481.0,45,109,1804.56,0,Regular
13482.0,231,11,184.64000000000001,2,VIP
13483.0,65,10,140.34,0,Regular
13484.0,240,8,313.8,2,VIP
13485.0,232,23,454.24,2,VIP
13486.0,77,69,1122.41,0,Regular
13487.0,57,34,575.4,0,Regular
13488.0,16,422,8968.31,0,Regular
13489.0,104,14,449.52,0,Regular
13491.0,51,86,1215.82,0,Regular
13492.0,135,50,1269.84,0,Regular
13493.0,274,8,618.63,2,VIP
13494.0,311,18,316.26000000000005,2,VIP
13495.0,7,48,2044.8700000000001,0,Regular
13496.0,10,35,653.33,0,Regular
13497.0,282,19,348.05,2,VIP
13499.0,17,42,1159.1100000000001,0,Regular
13500.0,22,65,1166.77,0,Regular
13501.0,287,52,1340.32,2,VIP
13502.0,16,18,292.0,0,Regular
13503.0,70,17,216.85,0,Regular
13504.0,63,22,295.93,0,Regular
13505.0,72,215,4393.63,0,Regular
13506.0,315,26,458.52,2,VIP
13507.0,2,162,2479.16,0,Regular
13508.0,243,12,110.97,2,VIP
13509.0,8,44,979.72,0,Regular
13510.0,0,115,1791.56,0,Regular
13512.0,260,15,251.21,2,VIP
13513.0,126,10,205.1,0,Regular
13514.0,73,4,152.20000000000002,0,Regular
13515.0,72,59,891.12,0,Regular
13516.0,20,44,1389.41,0,Regular
13517.0,59,141,2128.42,0,Regular
13518.0,85,38,659.44,0,Regular
13519.0,77,8,122.75,0,Regular
13520.0,58,93,3624.35,0,Regular
13521.0,0,436,1093.65,0,Regular
13522.0,29,5,125.80000000000001,0,Regular
13523.0,32,172,3964.88,0,Regular
13524.0,40,27,680.1800000000001,0,Regular
13525.0,14,6,628.78,0,Regular
13527.0,33,223,2287.51,0,Regular
13529.0,78,15,307.76,0,Regular
13531.0,204,22,483.8,2,VIP
13532.0,33,66,210.31,0,Regular
13533.0,182,76,270.79,2,VIP
13534.0,1,296,5870.08,0,Regular
13536.0,0,179,3448.29,0,Regular
13538.0,42,25,1280.85,0,Regular
13539.0,85,37,631.34,0,Regular
13544.0,39,87,291.41,0,Regular
13546.0,11,98,626.99,0,Regular
13548.0,95,124,682.41,0,Regular
13549.0,25,51,918.2,0,Regular
13551.0,318,4,91.80000000000001,2,VIP
13552.0,65,109,3740.07,0,Regular
13555.0,73,136,4149.28,0,Regular
13557.0,27,34,584.0600000000001,0,Regular
13558.0,5,175,605.06,0,Regular
13560.0,6,33,174.37,0,Regular
13561.0,215,14,141.85999999999999,2,VIP
13562.0,81,82,1799.3300000000002,0,Regular
13563.0,83,49,777.53,0,Regular
13564.0,143,83,1749.02,0,Regular
13565.0,18,38,240.22,0,Regular
13566.0,40,176,874.71,0,Regular
13568.0,172,44,192.85,2,VIP
13569.0,16,85,373.75,0,Regular
13570.0,242,27,239.49,2,VIP
13571.0,12,341,2092.32,0,Regular
13572.0,205,33,1384.25,2,VIP
13573.0,49,26,294.40000000000003,0,Regular
13575.0,22,46,732.07,0,Regular
13576.0,9,126,6717.34,0,Regular
13577.0,24,83,1687.6000000000001,0,Regular
13579.0,14,23,467.04,0,Regular
13581.0,308,10,118.0,2,VIP
13583.0,155,53,781.03,2,VIP
13584.0,306,24,142.4,2,VIP
13587.0,63,8,712.4,0,Regular
13588.0,15,174,2478.95,0,Regular
13589.0,14,21,379.65,0,Regular
13590.0,10,87,1981.92,0,Regular
13591.0,64,58,1117.13,0,Regular
13592.0,35,16,247.95999999999998,0,Regular
13593.0,107,128,2037.0800000000002,0,Regular
13594.0,52,26,396.97,0,Regular
13596.0,5,166,697.04,0,Regular
13598.0,46,40,180.17000000000002,0,Regular
13599.0,0,247,5153.67,0,Regular
13600.0,311,19,219.52,2,VIP
13601.0,44,99,693.32,0,Regular
13602.0,64,23,428.89,0,Regular
13603.0,25,27,164.34,0,Regular
13606.0,28,43,280.54,0,Regular
13607.0,39,98,678.01,0,Regular
13610.0,11,226,1131.88,0,Regular
13611.0,88,74,1171.8,0,Regular
13614.0,23,201,1610.46,0,Regular
13615.0,318,23,417.69,2,VIP
13617.0,39,44,544.18,0,Regular
13618.0,173,13,177.34,2,VIP
13621.0,116,19,213.85,0,Regular
13623.0,30,81,747.78,0,Regular
13626.0,252,19,257.23,2,VIP
13627.0,58,92,1638.47,0,Regular
13629.0,22,59,7792.36,0,Regular
13630.0,4,71,2031.78,0,Regular
13631.0,99,11,3070.42,0,Regular
13632.0,24,146,2121.27,0,Regular
13634.0,32,188,1575.16,0,Regular
13635.0,67,62,1071.03,0,Regular
13636.0,36,63,949.12,0,Regular
13637.0,51,101,810.5,0,Regular
13638.0,15,8,122.64,0,Regular
13639.0,73,40,1033.34,0,Regular
13642.0,215,66,354.8,2,VIP
13643.0,30,28,519.44,0,Regular
13644.0,15,146,2624.26,0,Regular
13645.0,119,5,252.1,0,Regular
13647.0,9,79,1678.1200000000001,0,Regular
13649.0,256,23,346.6,2,VIP
13650.0,16,96,1836.3400000000001,0,Regular
13651.0,34,6,94.2,0,Regular
13652.0,45,63,1095.08,0,Regular
13654.0,42,166,2707.33,0,Regular
13655.0,113,56,932.97,0,Regular
13656.0,164,49,379.65,2,VIP
13657.0,10,16,382.14,0,Regular
13658.0,9,108,2639.17,0,Regular
13659.0,205,104,1573.2,2,VIP
13662.0,85,53,897.76,0,Regular
13663.0,178,13,189.47,2,VIP
13666.0,59,12,84.65,0,Regular
13667.0,148,87,305.02,2,VIP
13668.0,2,470,6363.59,0,Regular
13669.0,50,9,218.55,0,Regular
13670.0,74,25,349.7,0,Regular
13672.0,300,6,186.39000000000001,2,VIP
13673.0,18,65,396.92,0,Regular
13675.0,150,25,486.82000000000005,2,VIP
13678.0,151,16,232.6,2,VIP
13680.0,0,195,3722.42,0,Regular
13681.0,17,57,827.83,0,Regular
13682.0,186,3,59.5,2,VIP
13684.0,285,30,67.23,2,VIP
13685.0,2,39,3119.44,0,Regular
13686.0,182,8,72.0,2,VIP
13689.0,62,6,910.0,0,Regular
13690.0,58,9,172.25,0,Regular
13692.0,24,53,1488.32,0,Regular
13694.0,3,568,65039.62,0,Regular
13695.0,30,90,2504.13,0,Regular
13697.0,38,12,151.3,0,Regular
13699.0,154,14,308.58000000000004,2,VIP
13700.0,25,197,2265.12,0,Regular
13703.0,317,1,99.5,2,VIP
13704.0,4,134,2308.06,0,Regular
13705.0,7,28,711.86,0,Regular
13706.0,302,20,330.79,2,VIP
13707.0,266,48,806.41,2,VIP
13708.0,270,51,296.88,2,VIP
13709.0,3,336,6328.05,0,Regular
13710.0,31,8,180.48,0,Regular
13711.0,218,13,252.06,2,VIP
13712.0,246,10,228.84,2,VIP
13715.0,280,105,1079.34,2,VIP
13716.0,268,21,138.28,2,VIP
13717.0,31,102,1445.01,0,Regular
13718.0,245,12,306.55,2,VIP
13719.0,14,60,1041.68,0,Regular
13720.0,116,43,799.9,0,Regular
13721.0,35,28,524.14,0,Regular
13722.0,131,85,2375.41,0,Regular
13723.0,216,6,199.85000000000002,2,VIP
13725.0,49,104,1980.56,0,Regular
13726.0,38,42,1079.66,0,Regular
13727.0,28,20,333.48,0,Regular
13728.0,36,63,1016.14,0,Regular
13730.0,135,43,752.6,0,Regular
13731.0,218,38,610.59,2,VIP
13732.0,27,33,491.86,0,Regular
13735.0,24,196,2885.2400000000002,0,Regular
13736.0,4,191,731.9,0,Regular
13737.0,199,30,339.6,2,VIP
13739.0,17,3,216.9,0,Regular
13740.0,240,23,350.75,2,VIP
13741.0,71,34,668.4300000000001,0,Regular
13742.0,16,321,3131.02,0,Regular
13743.0,2,41,1341.6,0,Regular
13744.0,94,72,1156.36,0,Regular
13745.0,161,25,300.04,2,VIP
13747.0,373,1,79.6,2,VIP
13748.0,95,28,948.25,0,Regular
13750.0,53,24,1647.26,0,Regular
13751.0,287,9,296.25,2,VIP
13752.0,123,76,1186.28,0,Regular
13753.0,287,35,741.26,2,VIP
13754.0,151,12,282.6,2,VIP
13755.0,3,342,2161.35,0,Regular
13756.0,1,142,5189.52,0,Regular
13758.0,11,117,3190.55,0,Regular
13759.0,32,25,659.4100000000001,0,Regular
13760.0,53,57,286.79,0,Regular
13761.0,49,70,1070.65,0,Regular
13762.0,218,7,306.72,2,VIP
13763.0,62,15,1714.96,0,Regular
13764.0,70,208,1521.76,0,Regular
13767.0,1,368,17220.36,0,Regular
13769.0,1,135,2796.51,0,Regular
13771.0,63,119,2634.45,0,Regular
13772.0,33,177,1132.13,0,Regular
13774.0,81,22,345.0,0,Regular
13777.0,0,197,25977.16,0,Regular
13778.0,102,9,178.7,0,Regular
13780.0,6,57,360.01,0,Regular
13781.0,250,17,127.84,2,VIP
13782.0,12,115,912.0,0,Regular
13784.0,9,31,2462.79,0,Regular
13786.0,366,7,230.4,2,VIP
13787.0,75,31,309.04,0,Regular
13790.0,3,45,348.79999999999995,0,Regular
13791.0,127,11,1516.0,0,Regular
13792.0,65,13,195.55,0,Regular
13798.0,0,349,37153.85,0,Regular
13799.0,116,39,688.86,0,Regular
13800.0,309,33,558.32,2,VIP
13801.0,66,23,324.8,0,Regular
13802.0,138,60,4599.42,0,Regular
13803.0,254,17,277.07,2,VIP
13804.0,30,137,2635.79,0,Regular
13805.0,51,13,924.5999999999999,0,Regular
13806.0,63,10,256.38,0,Regular
13807.0,366,7,112.6,2,VIP
13808.0,5,76,1747.66,0,Regular
13809.0,304,12,155.05,2,VIP
13810.0,28,35,1499.01,0,Regular
13811.0,183,13,814.5,2,VIP
13812.0,41,36,539.0,0,Regular
13813.0,39,69,1366.8600000000001,0,Regular
13814.0,91,57,1579.12,0,Regular
13815.0,21,176,4027.36,0,Regular
13816.0,23,28,571.6700000000001,0,Regular
13817.0,28,24,382.98,0,Regular
13819.0,301,36,1140.35,2,VIP
13821.0,144,59,385.64,2,VIP
13822.0,5,96,632.0,0,Regular
13823.0,18,40,957.66,0,Regular
13824.0,32,46,1698.94,0,Regular
13826.0,175,10,189.5,2,VIP
13827.0,57,93,412.05,0,Regular
13828.0,21,15,209.49,0,Regular
13831.0,15,74,2202.99,0,Regular
13832.0,18,3,52.2,0,Regular
13833.0,158,29,384.8,2,VIP
13835.0,24,55,834.57,0,Regular
13837.0,211,19,271.24,2,VIP
13838.0,5,174,691.73,0,Regular
13841.0,252,1,85.0,2,VIP
13842.0,58,206,3385.62,0,Regular
13844.0,10,20,361.62,0,Regular
13845.0,64,9,312.98,0,Regular
13846.0,24,55,865.0600000000001,0,Regular
13848.0,91,5,1255.0,0,Regular
13849.0,51,101,1537.95,0,Regular
13850.0,128,93,1595.48,0,Regular
13851.0,95,81,2651.46,0,Regular
13853.0,56,23,1090.1399999999999,0,Regular
13854.0,8,110,8109.5199999999995,0,Regular
13856.0,168,14,388.5,2,VIP
13858.0,56,11,216.17000000000002,0,Regular
13859.0,325,28,201.16,2,VIP
13860.0,0,76,1245.9,0,Regular
13862.0,17,139,2209.36,0,Regular
13863.0,247,20,305.78,2,VIP
13865.0,57,30,501.56,0,Regular
13866.0,73,7,145.67,0,Regular
13867.0,30,61,1015.29,0,Regular
13868.0,6,33,3192.54,0,Regular
13869.0,122,307,3104.9500000000003,0,Regular
13870.0,1,115,2770.94,0,Regular
13871.0,22,336,6403.25,0,Regular
13873.0,119,23,389.6,0,Regular
13874.0,357,18,540.45,2,VIP
13875.0,53,104,1786.79,0,Regular
13876.0,63,7,122.7,0,Regular
13877.0,85,3,117.24,0,Regular
13878.0,54,36,1281.53,0,Regular
13880.0,20,165,3219.77,0,Regular
13881.0,3,178,17159.52,0,Regular
13882.0,2,65,1191.13,0,Regular
13883.0,10,142,2674.48,0,Regular
13884.0,6,59,787.6,0,Regular
13885.0,188,28,506.8,2,VIP
13886.0,70,16,243.56,0,Regular
13887.0,203,19,349.55,2,VIP
13888.0,119,40,605.63,0,Regular
13889.0,92,15,416.90000000000003,0,Regular
13890.0,0,110,1883.81,0,Regular
13892.0,26,27,632.97,0,Regular
13893.0,297,21,821.1,2,VIP
13894.0,23,27,564.62,0,Regular
13895.0,27,118,2593.07,0,Regular
13897.0,49,17,311.16,0,Regular
13898.0,325,12,155.93,2,VIP
13899.0,15,19,388.52,0,Regular
13900.0,182,43,740.95,2,VIP
13901.0,71,149,2867.2000000000003,0,Regular
13904.0,36,26,332.64,0,Regular
13908.0,79,122,2369.55,0,Regular
13911.0,56,148,2580.91,0,Regular
13914.0,11,33,626.45,0,Regular
13917.0,49,18,272.04,0,Regular
13918.0,49,30,1212.8400000000001,0,Regular
13919.0,58,28,384.81,0,Regular
13922.0,351,7,172.25,2,VIP
13923.0,53,20,351.13,0,Regular
13924.0,1,117,1838.8500000000001,0,Regular
13925.0,92,41,678.25,0,Regular
13926.0,22,11,223.85000000000002,0,Regular
13927.0,74,21,348.99,0,Regular
13928.0,10,27,464.57,0,Regular
13929.0,168,9,842.65,2,VIP
13930.0,57,17,337.34,0,Regular
13931.0,95,58,1237.53,0,Regular
13932.0,294,16,307.4,2,VIP
13933.0,108,23,608.79,0,Regular
13934.0,263,31,922.1,2,VIP
13936.0,179,26,376.58,2,VIP
13937.0,168,9,158.85,2,VIP
13938.0,34,7,71.66,0,Regular
13939.0,22,45,568.55,0,Regular
13940.0,16,49,839.14,0,Regular
13941.0,21,45,5112.96,0,Regular
13946.0,78,11,561.57,0,Regular
13947.0,64,5,90.60000000000001,0,Regular
13948.0,360,3,102.0,2,VIP
13949.0,2,160,2427.32,0,Regular
13950.0,10,35,745.0600000000001,0,Regular
13951.0,175,39,674.45,2,VIP
13952.0,217,137,3251.071,2,VIP
13953.0,6,20,3515.68,0,Regular
13954.0,1,25,439.92,0,Regular
13955.0,153,33,322.96,2,VIP
13956.0,4,152,1026.42,0,Regular
13959.0,78,92,598.2,0,Regular
13960.0,20,12,230.22,0,Regular
13962.0,21,11,169.54999999999998,0,Regular
13963.0,307,35,664.54,2,VIP
13967.0,145,2,80.7,2,VIP
13969.0,6,626,9053.94,0,Regular
13971.0,18,149,2758.26,0,Regular
13972.0,70,15,190.25,0,Regular
13973.0,286,11,264.7,2,VIP
13974.0,48,28,413.59000000000003,0,Regular
13975.0,30,338,2526.28,0,Regular
13976.0,206,10,357.98,2,VIP
13978.0,14,15,196.79,0,Regular
13979.0,72,54,869.87,0,Regular
13980.0,59,11,200.14,0,Regular
13982.0,38,111,1871.81,0,Regular
13983.0,29,107,2603.43,0,Regular
13984.0,26,16,920.51,0,Regular
13985.0,3,349,7060.13,0,Regular
13986.0,16,13,320.46,0,Regular
13988.0,19,234,4147.96,0,Regular
13989.0,65,41,1266.08,0,Regular
13990.0,212,16,311.3,2,VIP
13991.0,11,84,855.97,0,Regular
13992.0,29,5,76.8,0,Regular
13993.0,42,121,3466.36,0,Regular
13994.0,3,155,2313.14,0,Regular
13995.0,14,86,1393.69,0,Regular
13999.0,9,208,3901.81,0,Regular
14000.0,210,15,635.66,2,VIP
14001.0,45,39,2043.0800000000002,0,Regular
14002.0,133,47,529.73,0,Regular
14004.0,42,171,4582.64,0,Regular
14005.0,9,84,2874.72,0,Regular
14006.0,115,30,962.19,0,Regular
14009.0,197,42,695.61,2,VIP
14012.0,277,11,328.8,2,VIP
14013.0,109,34,473.02,0,Regular
14014.0,76,39,505.18,0,Regular
14015.0,52,20,917.34,0,Regular
14016.0,161,161,4341.21,2,VIP
14019.0,46,66,1421.6100000000001,0,Regular
14020.0,16,39,642.8,0,Regular
14021.0,154,22,631.9,2,VIP
14022.0,224,28,440.0,2,VIP
14023.0,6,31,584.07,0,Regular
14024.0,121,16,327.7,0,Regular
14027.0,60,6,104.82,0,Regular
14029.0,62,15,467.66,0,Regular
14030.0,17,243,2360.09,0,Regular
14031.0,6,250,17286.86,0,Regular
14032.0,1,143,2975.59,0,Regular
14034.0,21,89,651.8199999999999,0,Regular
14035.0,28,66,1428.02,0,Regular
14036.0,284,38,626.65,2,VIP
14037.0,175,28,147.20000000000002,2,VIP
14038.0,77,92,1560.38,0,Regular
14039.0,32,6,152.2,0,Regular
14040.0,40,235,3614.92,0,Regular
14041.0,265,21,141.41,2,VIP
14044.0,26,209,652.82,0,Regular
14045.0,108,6,1659.75,0,Regular
14046.0,283,14,154.99,2,VIP
14047.0,8,32,1308.6100000000001,0,Regular
14048.0,304,85,409.93,2,VIP
14049.0,16,488,5681.72,0,Regular
14050.0,31,54,746.36,0,Regular
14051.0,0,210,15610.390000000001,0,Regular
14052.0,19,56,225.35999999999999,0,Regular
14053.0,123,4,260.25,0,Regular
14054.0,64,6,92.46000000000001,0,Regular
14055.0,105,10,725.6400000000001,0,Regular
14056.0,0,1106,8214.65,0,Regular
14057.0,23,284,6217.96,0,Regular
14059.0,266,8,183.6,2,VIP
14060.0,4,202,6140.42,0,Regular
14062.0,9,111,10464.85,0,Regular
14064.0,28,80,1353.74,0,Regular
14066.0,266,7,152.55,2,VIP
14067.0,63,52,374.7,0,Regular
14068.0,319,24,265.85,2,VIP
14071.0,3,324,1438.82,0,Regular
14073.0,31,13,151.04,0,Regular
14075.0,4,43,942.26,0,Regular
14076.0,128,46,122.47,0,Regular
14077.0,40,42,499.42,0,Regular
14078.0,101,65,1049.37,0,Regular
14079.0,124,12,375.1,0,Regular
14080.0,32,4,45.599999999999994,0,Regular
14081.0,301,153,934.52,2,VIP
14082.0,364,29,182.25,2,VIP
14083.0,3,181,1018.43,0,Regular
14085.0,1,450,4448.54,0,Regular
14087.0,2,69,194.42,0,Regular
14088.0,9,589,50491.81,0,Regular
14089.0,56,14,161.0,0,Regular
14090.0,324,1,76.32000000000001,2,VIP
14092.0,7,214,4076.9100000000003,0,Regular
14093.0,11,105,442.85,0,Regular
14096.0,3,5111,65164.79,1,At Risk
14098.0,36,21,147.35,0,Regular
14099.0,15,250,3104.17,0,Regular
14100.0,137,26,194.9,0,Regular
14101.0,73,35,5976.79,0,Regular
14102.0,4,79,1360.28,0,Regular
14104.0,154,21,216.21,2,VIP
14105.0,238,74,1266.23,2,VIP
14107.0,51,123,2703.23,0,Regular
14108.0,30,34,597.91,0,Regular
14109.0,72,9,144.2,0,Regular
14110.0,3,155,5683.15,0,Regular
14111.0,13,10,692.85,0,Regular
14112.0,22,160,2915.15,0,Regular
14113.0,3,34,1840.42,0,Regular
14114.0,273,15,386.53,2,VIP
14116.0,19,72,1382.74,0,Regular
14117.0,143,3,90.0,2,VIP
14121.0,3,159,2780.15,0,Regular
14124.0,83,5,419.58,0,Regular
14125.0,10,167,2740.43,0,Regular
14126.0,7,15,706.1300000000001,0,Regular
14127.0,122,44,709.71,0,Regular
14128.0,60,46,637.5,0,Regular
14129.0,1,52,1123.8600000000001,0,Regular
14130.0,318,67,483.86,2,VIP
14132.0,1,200,3586.03,0,Regular
14133.0,129,28,605.64,0,Regular
14135.0,1,134,4690.31,0,Regular
14138.0,1,47,982.38,0,Regular
14139.0,45,26,415.82,0,Regular
14140.0,3,66,935.05,0,Regular
14141.0,2,40,915.13,0,Regular
14142.0,372,22,311.81,2,VIP
14143.0,133,7,115.8,0,Regular
14145.0,46,11,3742.2,0,Regular
14146.0,8,210,4191.0,0,Regular
14147.0,77,5,483.4,0,Regular
14148.0,233,3,157.2,2,VIP
14149.0,220,28,446.62,2,VIP
14150.0,35,26,658.64,0,Regular
14152.0,74,49,621.29,0,Regular
14154.0,238,52,1345.62,2,VIP
14155.0,265,6,118.75,2,VIP
14156.0,9,1400,117379.63,3,Lost
14157.0,19,48,432.88,0,Regular
14158.0,39,41,507.65999999999997,0,Regular
14159.0,19,1204,4693.01,0,Regular
14161.0,215,108,1110.52,2,VIP
14162.0,173,25,289.36,2,VIP
14163.0,86,52,2445.91,0,Regular
14164.0,70,29,1631.77,0,Regular
14165.0,275,25,122.53999999999999,2,VIP
14167.0,38,52,574.84,0,Regular
14171.0,97,58,363.79,0,Regular
14173.0,10,29,450.84,0,Regular
14174.0,32,26,134.46,0,Regular
14175.0,59,149,3222.3,0,Regular
14176.0,296,31,576.9000000000001,2,VIP
14177.0,85,42,559.41,0,Regular
14178.0,8,327,1620.93,0,Regular
14179.0,40,165,719.78,0,Regular
14180.0,10,240,4748.52,0,Regular
14184.0,66,24,452.89,0,Regular
14185.0,330,3,197.65,2,VIP
14188.0,30,65,2054.36,0,Regular
14189.0,1,265,4654.08,0,Regular
14191.0,1,259,4684.76,0,Regular
14193.0,67,42,853.39,0,Regular
14194.0,4,579,11349.52,0,Regular
14195.0,201,7,1012.0,2,VIP
14196.0,106,6,335.52,0,Regular
14198.0,17,39,701.4,0,Regular
14199.0,217,2,185.39999999999998,2,VIP
14201.0,59,37,747.44,0,Regular
14204.0,1,44,161.03,0,Regular
14205.0,16,24,466.7,0,Regular
14206.0,238,20,328.15999999999997,2,VIP
14208.0,94,10,151.74,0,Regular
14209.0,10,87,2073.43,0,Regular
14210.0,105,102,1905.8400000000001,0,Regular
14211.0,52,112,2241.1,0,Regular
14212.0,89,9,1070.48,0,Regular
14214.0,30,67,1004.38,0,Regular
14215.0,11,108,1789.72,0,Regular
14216.0,2,59,1839.3,0,Regular
14217.0,1,100,2004.98,0,Regular
14218.0,42,12,169.48000000000002,0,Regular
14219.0,3,7,89.94,0,Regular
14220.0,246,21,632.4000000000001,2,VIP
14221.0,41,193,3432.8,0,Regular
14222.0,176,41,683.17,2,VIP
14223.0,91,60,991.13,0,Regular
14224.0,109,118,1050.1200000000001,0,Regular
14226.0,28,67,2232.19,0,Regular
14227.0,25,175,3350.96,0,Regular
14229.0,51,40,1547.2,0,Regular
14231.0,183,50,925.71,2,VIP
14232.0,42,115,2048.07,0,Regular
14233.0,48,35,1462.72,0,Regular
14234.0,21,159,775.46,0,Regular
14235.0,74,79,3144.86,0,Regular
14236.0,80,15,490.86,0,Regular
14237.0,372,9,161.0,2,VIP
14238.0,325,8,146.85,2,VIP
14239.0,42,112,2380.85,0,Regular
14240.0,29,42,890.34,0,Regular
14241.0,183,10,213.70000000000002,2,VIP
14242.0,234,16,280.55,2,VIP
14243.0,8,141,2588.77,0,Regular
