Description,Quantity,Average_Daily_Sales,Current_Stock,Reorder_Level,Need_Reorder,Recommended_Order
CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,0.517426273458445,157,4.0,False,0.0
CREAM SLICE FLANNEL PINK SPOT ,840,2.25201072386059,485,16.0,False,0.0
CREAM SWEETHEART EGG HOLDER,750,2.0107238605898123,465,14.0,False,0.0
CREAM SWEETHEART LETTER RACK,205,0.5495978552278821,326,4.0,False,0.0
CREAM SWEETHEART MINI CHEST,1705,4.571045576407506,392,32.0,False,0.0
CREAM SWEETHEART WALL CABINET,7,0.01876675603217158,370,0.0,False,0.0
CREAM WALL PLANTER HEART SHAPED,417,1.1179624664879357,432,8.0,False,0.0
CROCHET BEAR RED/BLUE  KEYRING,15,0.040214477211796246,10,0.0,False,0.0
CROCHET DOG KEYRING,1,0.002680965147453083,396,0.0,False,0.0
CROCHET LILAC/RED BEAR KEYRING,1,0.002680965147453083,470,0.0,False,0.0
CROCHET ROSE DES CLOTHES HANGER,5,0.013404825737265416,357,0.0,False,0.0
CROCHET ROSE PURSE WITH SUEDE BACK,70,0.1876675603217158,199,1.0,False,0.0
CROCHET WHITE RABBIT KEYRING ,31,0.08310991957104558,200,1.0,False,0.0
CRYSTAL CHANDELIER T-LIGHT HOLDER,3,0.00804289544235925,378,0.0,False,0.0
CRYSTAL CZECH CROSS PHONE CHARM,19,0.05093833780160858,418,0.0,False,0.0
CRYSTAL DIAMANTE EXPANDABLE RING,32,0.08579088471849866,321,1.0,False,0.0
CRYSTAL DIAMANTE STAR BROOCH,13,0.03485254691689008,426,0.0,False,0.0
CRYSTAL FROG PHONE CHARM,85,0.22788203753351208,431,2.0,False,0.0
CRYSTAL HOOP EARRING FLORAL LEAF,12,0.032171581769437,126,0.0,False,0.0
CRYSTAL PAIR HEART HAIR SLIDES,18,0.04825737265415549,143,0.0,False,0.0
CRYSTAL SEA HORSE PHONE CHARM,90,0.24128686327077747,67,2.0,False,0.0
CRYSTAL STILETTO PHONE CHARM,24,0.064343163538874,53,0.0,False,0.0
CRYSTAL STUD EARRINGS ASSORTED COL ,612,1.6407506702412868,182,11.0,False,0.0
CRYSTAL STUD EARRINGS CLEAR DISPLAY,324,0.868632707774799,169,6.0,False,0.0
CUBIC MUG FLOCK BLUE ON BROWN,127,0.34048257372654156,182,2.0,False,0.0
CUBIC MUG FLOCK PINK ON BROWN,130,0.3485254691689008,326,2.0,False,0.0
CUBIC MUG PINK POLKADOT,489,1.3109919571045576,312,9.0,False,0.0
CUPBOARD 3 DRAWER MA CAMPAGNE,145,0.38873994638069703,158,3.0,False,0.0
CUPCAKE LACE PAPER SET 6,2321,6.222520107238606,89,44.0,False,0.0
CUPID DESIGN SCENTED CANDLES,208,0.5576407506702413,383,4.0,False,0.0
CUPID SCENTED CANDLE IN GLASS,11,0.029490616621983913,222,0.0,False,0.0
CURIO CABINET LINEN AND LACE ,36,0.09651474530831099,212,1.0,False,0.0
CURIOUS  IMAGES NOTEBOOK SET,181,0.48525469168900803,261,3.0,False,0.0
CURIOUS IMAGES GIFT WRAP SET,597,1.6005361930294906,238,11.0,False,0.0
CURIOUS IMAGES SCRAP BOOK SET,3,0.00804289544235925,173,0.0,False,0.0
CUSHION COVER PINK UNION JACK,108,0.289544235924933,236,2.0,False,0.0
CUT GLASS HEXAGON T-LIGHT HOLDER,530,1.420911528150134,156,10.0,False,0.0
CUT GLASS T-LIGHT HOLDER OCTAGON,243,0.6514745308310992,29,5.0,False,0.0
CUTE BIRD CEATURE SCREEN,22,0.058981233243967826,450,0.0,False,0.0
CUTE CATS TAPE,975,2.613941018766756,411,18.0,False,0.0
CUTE RABBIT CEATURE SCREEN ,11,0.029490616621983913,56,0.0,False,0.0
DAIRY MAID  PUDDING BOWL,5,0.013404825737265416,242,0.0,False,0.0
DAIRY MAID LARGE MILK JUG,327,0.8766756032171582,314,6.0,False,0.0
DAIRY MAID STRIPE MUG,1907,5.112600536193029,23,36.0,True,13.0
DAIRY MAID TOASTRACK,756,2.026809651474531,152,14.0,False,0.0
DAIRY MAID TRADITIONAL TEAPOT ,179,0.47989276139410186,424,3.0,False,0.0
DAISIES  HONEYCOMB GARLAND ,419,1.123324396782842,10,8.0,False,0.0
DAISY FOLKART HEART DECORATION,96,0.257372654155496,382,2.0,False,0.0
DAISY GARDEN MARKER,1078,2.8900804289544237,63,20.0,False,0.0
DAISY HAIR BAND,46,0.12332439678284182,383,1.0,False,0.0
DAISY HAIR COMB,6,0.0160857908847185,268,0.0,False,0.0
DAISY JOURNAL ,66,0.1769436997319035,153,1.0,False,0.0
DAISY NOTEBOOK ,64,0.17158176943699732,480,1.0,False,0.0
DAISY SKETCHBOOK ,71,0.1903485254691689,450,1.0,False,0.0
DANISH ROSE BEDSIDE CABINET,13,0.03485254691689008,468,0.0,False,0.0
DANISH ROSE DECORATIVE PLATE,951,2.549597855227882,21,18.0,False,0.0
DANISH ROSE DELUXE COASTER,947,2.53887399463807,339,18.0,False,0.0
DANISH ROSE FOLDING CHAIR,112,0.3002680965147453,233,2.0,False,0.0
DANISH ROSE PHOTO FRAME,1424,3.8176943699731902,281,27.0,False,0.0
DANISH ROSE ROUND SEWING BOX,811,2.1742627345844503,465,15.0,False,0.0
DANISH ROSE TRINKET TRAYS,261,0.6997319034852547,367,5.0,False,0.0
DANISH ROSE UMBRELLA STAND,2,0.005361930294906166,469,0.0,False,0.0
DARK BIRD HOUSE TREE DECORATION,1251,3.3538873994638068,417,23.0,False,0.0
DECORATION  BUTTERFLY  MAGIC GARDEN,449,1.2037533512064342,165,8.0,False,0.0
DECORATION  PINK CHICK MAGIC GARDEN,383,1.0268096514745308,382,7.0,False,0.0
"DECORATION , WOBBLY CHICKEN, METAL ",229,0.613941018766756,17,4.0,False,0.0
"DECORATION , WOBBLY RABBIT , METAL ",298,0.7989276139410187,131,6.0,False,0.0
"DECORATION HEN ON NEST, HANGING",39,0.10455764075067024,357,1.0,False,0.0
DECORATION SITTING BUNNY,1335,3.579088471849866,173,25.0,False,0.0
DECORATION WHITE CHICK MAGIC GARDEN,645,1.7292225201072386,99,12.0,False,0.0
DECORATION WOBBLY CHICKEN,521,1.3967828418230563,145,10.0,False,0.0
DECORATION WOBBLY RABBIT METAL ,753,2.0187667560321714,195,14.0,False,0.0
DECORATIVE CATS BATHROOM BOTTLE,835,2.2386058981233243,325,16.0,False,0.0
DECORATIVE FLORE BATHROOM BOTTLE,283,0.7587131367292225,187,5.0,False,0.0
DECORATIVE HANGING SHELVING UNIT,6,0.0160857908847185,37,0.0,False,0.0
DECORATIVE PLANT POT WITH FRIEZE,70,0.1876675603217158,229,1.0,False,0.0
DECORATIVE ROSE BATHROOM BOTTLE,920,2.4664879356568363,366,17.0,False,0.0
DECORATIVE VINTAGE COFFEE  BOX,47,0.1260053619302949,50,1.0,False,0.0
DECORATIVE WICKER HEART LARGE,1712,4.589812332439679,237,32.0,False,0.0
DECORATIVE WICKER HEART MEDIUM,1761,4.721179624664879,201,33.0,False,0.0
DECORATIVE WICKER HEART SMALL,1492,4.0,420,28.0,False,0.0
"DECOUPAGE,GREETING CARD,",336,0.900804289544236,456,6.0,False,0.0
DECROTIVEVINTAGE COFFEE GRINDER BOX,10,0.02680965147453083,154,0.0,False,0.0
DELUXE SEWING KIT ,1058,2.836461126005362,210,20.0,False,0.0
DENIM PATCH PURSE PINK BUTTERFLY,140,0.3753351206434316,426,3.0,False,0.0
DIAMANTE BOW BROOCH BLACK COLOUR,8,0.021447721179624665,221,0.0,False,0.0
DIAMANTE BOW BROOCH GREEN COLOUR,21,0.05630026809651475,470,0.0,False,0.0
DIAMANTE BOW BROOCH RED COLOUR,27,0.07238605898123325,229,1.0,False,0.0
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,9,0.024128686327077747,249,0.0,False,0.0
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,6,0.0160857908847185,422,0.0,False,0.0
DIAMANTE HAIR GRIP PACK/2 LT ROSE,9,0.024128686327077747,406,0.0,False,0.0
DIAMANTE HAIR GRIP PACK/2 MONTANA,8,0.021447721179624665,55,0.0,False,0.0
DIAMANTE HAIR GRIP PACK/2 PERIDOT,6,0.0160857908847185,44,0.0,False,0.0
DIAMANTE HAIR GRIP PACK/2 RUBY,10,0.02680965147453083,262,0.0,False,0.0
"DIAMANTE HEART SHAPED WALL MIRROR, ",267,0.7158176943699732,399,5.0,False,0.0
DIAMANTE NECKLACE,2,0.005361930294906166,91,0.0,False,0.0
DIAMANTE NECKLACE BLACK ,2,0.005361930294906166,380,0.0,False,0.0
DIAMANTE NECKLACE GREEN,3,0.00804289544235925,265,0.0,False,0.0
DIAMANTE NECKLACE PURPLE,7,0.01876675603217158,206,0.0,False,0.0
DIAMANTE RING ASSORTED IN BOX.,1008,2.702412868632708,312,19.0,False,0.0
DIAMOND LAS VEGAS NECKLACE 45CM,5,0.013404825737265416,418,0.0,False,0.0
DINOSAUR HEIGHT CHART STICKER SET,165,0.44235924932975873,459,3.0,False,0.0
DINOSAUR KEYRINGS ASSORTED,6462,17.324396782841823,19,121.0,True,102.0
DINOSAUR LUNCH BOX WITH CUTLERY,1227,3.289544235924933,321,23.0,False,0.0
DINOSAUR PARTY BAG + STICKER SET,684,1.8337801608579087,295,13.0,False,0.0
DINOSAURS  WRITING SET ,589,1.579088471849866,251,11.0,False,0.0
DISCO BALL CHRISTMAS DECORATION,12714,34.0857908847185,260,239.0,False,0.0
DISCO BALL ROTATOR BATTERY OPERATED,244,0.6541554959785523,374,5.0,False,0.0
DO NOT TOUCH MY STUFF DOOR HANGER ,1176,3.1528150134048256,14,22.0,True,8.0
DOCTOR'S BAG SOFT TOY,174,0.46648793565683644,128,3.0,False,0.0
DOG AND BALL WALL ART,252,0.675603217158177,298,5.0,False,0.0
DOG BOWL CHASING BALL DESIGN,1341,3.5951742627345844,383,25.0,False,0.0
DOG BOWL VINTAGE CREAM,354,0.9490616621983914,74,7.0,False,0.0
DOG LICENCE WALL ART,408,1.093833780160858,155,8.0,False,0.0
DOG TOY WITH PINK CROCHET SKIRT,166,0.4450402144772118,233,3.0,False,0.0
DOGGY RUBBER,193,0.517426273458445,248,4.0,False,0.0
DOILEY BISCUIT TIN,120,0.32171581769436997,186,2.0,False,0.0
DOILEY STORAGE TIN,1082,2.900804289544236,276,20.0,False,0.0
DOILY THANK YOU CARD,727,1.9490616621983914,350,14.0,False,0.0
DOLLCRAFT BOY JEAN-PAUL ,82,0.21983914209115282,291,2.0,False,0.0
DOLLCRAFT GIRL AMELIE,36,0.09651474530831099,72,1.0,False,0.0
DOLLCRAFT GIRL AMELIE KIT,66,0.1769436997319035,226,1.0,False,0.0
DOLLCRAFT GIRL NICOLE,68,0.18230563002680966,351,1.0,False,0.0
DOLLY CABINET 2 DRAWERS ,33,0.08847184986595175,324,1.0,False,0.0
DOLLY CABINET 3 DRAWERS ,51,0.13672922252010725,292,1.0,False,0.0
DOLLY GIRL BABY GIFT SET,421,1.128686327077748,186,8.0,False,0.0
DOLLY GIRL CHILDRENS BOWL,1553,4.163538873994638,470,29.0,False,0.0
DOLLY GIRL CHILDRENS CUP,1549,4.152815013404826,426,29.0,False,0.0
DOLLY GIRL CHILDRENS EGG CUP,905,2.4262734584450403,107,17.0,False,0.0
DOLLY GIRL LUNCH BOX,11336,30.39142091152815,114,213.0,True,99.0
DOLLY GIRL MINI BACKPACK,717,1.9222520107238605,108,13.0,False,0.0
DOLLY GIRL MINI RUCKSACK,8,0.021447721179624665,394,0.0,False,0.0
DOLLY GIRL WALL ART,318,0.8525469168900804,414,6.0,False,0.0
DOLLY HONEYCOMB GARLAND,449,1.2037533512064342,320,8.0,False,0.0
DOLLY MIXTURE CHILDREN'S UMBRELLA,255,0.6836461126005362,15,5.0,False,0.0
DOLPHIN WINDMILL,1,0.002680965147453083,485,0.0,False,0.0
DONKEY TAIL GAME ,54,0.1447721179624665,474,1.0,False,0.0
DOOR HANGER  MUM + DADS ROOM,187,0.5013404825737265,206,4.0,False,0.0
DOORKNOB CERAMIC IVORY,36,0.09651474530831099,360,1.0,False,0.0
DOORKNOB CRACKED GLAZE BLUE,162,0.4343163538873995,142,3.0,False,0.0
DOORKNOB CRACKED GLAZE GREEN,12,0.032171581769437,367,0.0,False,0.0
DOORKNOB CRACKED GLAZE IVORY,180,0.48257372654155495,268,3.0,False,0.0
DOORKNOB CRACKED GLAZE PINK,12,0.032171581769437,446,0.0,False,0.0
DOORMAT 3 SMILEY CATS,1107,2.967828418230563,32,21.0,False,0.0
DOORMAT AIRMAIL ,722,1.935656836461126,494,14.0,False,0.0
DOORMAT BLACK FLOCK ,1787,4.79088471849866,62,34.0,False,0.0
DOORMAT CHRISTMAS VILLAGE,568,1.522788203753351,174,11.0,False,0.0
DOORMAT ENGLISH ROSE ,1975,5.294906166219839,211,37.0,False,0.0
DOORMAT FAIRY CAKE,3429,9.193029490616622,467,64.0,False,0.0
DOORMAT FANCY FONT HOME SWEET HOME,3088,8.27882037533512,92,58.0,False,0.0
DOORMAT HEARTS,3271,8.769436997319035,154,61.0,False,0.0
DOORMAT HOME SWEET HOME BLUE ,1597,4.281501340482574,94,30.0,False,0.0
DOORMAT I LOVE LONDON,327,0.8766756032171582,87,6.0,False,0.0
DOORMAT KEEP CALM AND COME IN,5342,14.32171581769437,466,100.0,False,0.0
DOORMAT MERRY CHRISTMAS RED ,614,1.646112600536193,375,12.0,False,0.0
DOORMAT MULTICOLOUR STRIPE,1419,3.804289544235925,10,27.0,True,17.0
DOORMAT NEIGHBOURHOOD WITCH ,253,0.67828418230563,60,5.0,False,0.0
DOORMAT NEW ENGLAND,3721,9.975871313672922,182,70.0,False,0.0
DOORMAT PEACE ON EARTH BLUE,700,1.876675603217158,214,13.0,False,0.0
DOORMAT RED RETROSPOT,3901,10.458445040214476,269,73.0,False,0.0
DOORMAT RESPECTABLE HOUSE,730,1.9571045576407506,455,14.0,False,0.0
DOORMAT SPOTTY HOME SWEET HOME,1662,4.455764075067024,458,31.0,False,0.0
DOORMAT TOPIARY,880,2.359249329758713,378,17.0,False,0.0
DOORMAT UNION FLAG,3625,9.718498659517426,497,68.0,False,0.0
DOORMAT UNION JACK GUNS AND ROSES,1159,3.1072386058981234,297,22.0,False,0.0
DOORMAT VINTAGE LEAF,541,1.450402144772118,43,10.0,False,0.0
DOORMAT VINTAGE LEAVES DESIGN ,426,1.1420911528150135,357,8.0,False,0.0
DOORMAT WELCOME PUPPIES,2028,5.436997319034853,104,38.0,False,0.0
DOORMAT WELCOME SUNRISE,344,0.9222520107238605,81,6.0,False,0.0
DOORMAT WELCOME TO OUR HOME,1378,3.6943699731903483,48,26.0,False,0.0
DOORSTOP FOOTBALL DESIGN,135,0.36193029490616624,163,3.0,False,0.0
DOORSTOP RACING CAR DESIGN,118,0.3163538873994638,259,2.0,False,0.0
DOORSTOP RETROSPOT HEART,1516,4.064343163538874,171,28.0,False,0.0
DOTCOM POSTAGE,16,0.04289544235924933,447,0.0,False,0.0
DOTCOMGIFTSHOP TEA TOWEL,12,0.032171581769437,127,0.0,False,0.0
DOUBLE CERAMIC PARLOUR HOOK,22,0.058981233243967826,268,0.0,False,0.0
DOUGHNUT LIP GLOSS ,9662,25.903485254691688,388,181.0,False,0.0
DOVE DECORATION PAINTED ZINC ,2283,6.120643431635389,315,43.0,False,0.0
DRAGONS BLOOD INCENSE,349,0.935656836461126,277,7.0,False,0.0
DRAWER KNOB CERAMIC BLACK,947,2.53887399463807,458,18.0,False,0.0
DRAWER KNOB CERAMIC IVORY,2053,5.50402144772118,63,39.0,False,0.0
DRAWER KNOB CERAMIC RED,685,1.8364611260053618,245,13.0,False,0.0
DRAWER KNOB CRACKLE GLAZE BLUE,1085,2.908847184986595,398,20.0,False,0.0
DRAWER KNOB CRACKLE GLAZE GREEN,1272,3.4101876675603218,487,24.0,False,0.0
DRAWER KNOB CRACKLE GLAZE IVORY,2084,5.587131367292225,231,39.0,False,0.0
DRAWER KNOB CRACKLE GLAZE PINK,1234,3.3083109919571045,260,23.0,False,0.0
DRAWER KNOB VINTAGE GLASS BALL,317,0.8498659517426274,322,6.0,False,0.0
DRAWER KNOB VINTAGE GLASS HEXAGON,287,0.7694369973190348,410,5.0,False,0.0
DRAWER KNOB VINTAGE GLASS STAR,504,1.351206434316354,121,9.0,False,0.0
DROP DIAMANTE EARRINGS BLACK DIAMON,7,0.01876675603217158,264,0.0,False,0.0
DROP DIAMANTE EARRINGS CRYSTAL,13,0.03485254691689008,312,0.0,False,0.0
DROP DIAMANTE EARRINGS GREEN,6,0.0160857908847185,416,0.0,False,0.0
DROP DIAMANTE EARRINGS PURPLE,17,0.045576407506702415,216,0.0,False,0.0
DROP EARRINGS W FLOWER & LEAF,3,0.00804289544235925,238,0.0,False,0.0
DUSTY PINK CHRISTMAS TREE 30CM,1,0.002680965147453083,350,0.0,False,0.0
DUSTY PINK CHRISTMAS TREE 60CM,9,0.024128686327077747,407,0.0,False,0.0
EASTER BUNNY GARLAND OF FLOWERS,525,1.4075067024128687,75,10.0,False,0.0
EASTER BUNNY HANGING GARLAND,54,0.1447721179624665,84,1.0,False,0.0
EASTER BUNNY WITH BASKET ON BACK,105,0.28150134048257375,444,2.0,False,0.0
EASTER BUNNY WREATH,28,0.07506702412868632,112,1.0,False,0.0
EASTER CRAFT 4 CHICKS ,1819,4.8766756032171585,431,34.0,False,0.0
EASTER CRAFT IVY WREATH WITH CHICK,1,0.002680965147453083,201,0.0,False,0.0
EASTER DECORATION EGG BUNNY ,828,2.219839142091153,261,16.0,False,0.0
EASTER DECORATION HANGING BUNNY,1861,4.989276139410188,235,35.0,False,0.0
EASTER DECORATION NATURAL CHICK,514,1.3780160857908847,303,10.0,False,0.0
EASTER DECORATION SITTING BUNNY,503,1.3485254691689008,315,9.0,False,0.0
EASTER TIN BUCKET,405,1.0857908847184987,107,8.0,False,0.0
EASTER TIN BUNNY BOUQUET,1150,3.0831099195710454,347,22.0,False,0.0
EASTER TIN CHICKS IN GARDEN,292,0.7828418230563002,295,5.0,False,0.0
EASTER TIN CHICKS PINK DAISY,567,1.520107238605898,344,11.0,False,0.0
EASTER TIN KEEPSAKE,1081,2.8981233243967828,356,20.0,False,0.0
EASTER TREE YELLOW BIRDS,109,0.29222520107238603,444,2.0,False,0.0
EAU DE NIL LOVE BIRD CANDLE,336,0.900804289544236,456,6.0,False,0.0
EAU DE NILE HEART SHAPE PHOTO FRAME,305,0.8176943699731903,491,6.0,False,0.0
EAU DE NILE JEWELLED PHOTOFRAME,297,0.7962466487935657,317,6.0,False,0.0
EAU DE NILE JEWELLED T-LIGHT HOLDER,75,0.20107238605898123,258,1.0,False,0.0
ECONOMY HOLIDAY PURSE,4,0.010723860589812333,175,0.0,False,0.0
ECONOMY LUGGAGE TAG,95,0.2546916890080429,490,2.0,False,0.0
EDWARDIAN DROP EARRINGS JET BLACK,8,0.021447721179624665,481,0.0,False,0.0
EDWARDIAN HEART PHOTO FRAME,147,0.3941018766756032,344,3.0,False,0.0
EDWARDIAN PARASOL BLACK,2779,7.450402144772118,39,52.0,True,13.0
EDWARDIAN PARASOL NATURAL,3826,10.257372654155496,256,72.0,False,0.0
EDWARDIAN PARASOL PINK,769,2.0616621983914207,115,14.0,False,0.0
EDWARDIAN PARASOL RED,1630,4.369973190348525,60,31.0,False,0.0
EDWARDIAN PHOTO FRAME,89,0.2386058981233244,90,2.0,False,0.0
EGG CUP HENRIETTA HEN CREAM ,580,1.5549597855227881,142,11.0,False,0.0
EGG CUP HENRIETTA HEN PINK,187,0.5013404825737265,294,4.0,False,0.0
EGG CUP MILKMAID HEIDI,786,2.1072386058981234,397,15.0,False,0.0
EGG CUP MILKMAID HELGA ,348,0.9329758713136729,147,7.0,False,0.0
EGG CUP MILKMAID INGRID,587,1.5737265415549597,193,11.0,False,0.0
EGG CUP NATURAL CHICKEN,841,2.254691689008043,410,16.0,False,0.0
EGG FRYING PAN BLUE ,150,0.40214477211796246,339,3.0,False,0.0
EGG FRYING PAN IVORY ,359,0.9624664879356568,282,7.0,False,0.0
EGG FRYING PAN MINT ,169,0.45308310991957107,349,3.0,False,0.0
EGG FRYING PAN PINK ,200,0.5361930294906166,481,4.0,False,0.0
EGG FRYING PAN RED ,405,1.0857908847184987,78,8.0,False,0.0
EIGHT PIECE CREEPY CRAWLIE SET,6,0.0160857908847185,43,0.0,False,0.0
EIGHT PIECE DINOSAUR SET,93,0.24932975871313673,271,2.0,False,0.0
EIGHT PIECE SNAKE  SET,314,0.8418230563002681,62,6.0,False,0.0
ELEPHANT BIRTHDAY CARD ,1092,2.927613941018767,459,20.0,False,0.0
ELEPHANT CARNIVAL POUFFE,38,0.10187667560321716,214,1.0,False,0.0
ELEPHANT CLIP W SUCTION CUP,16,0.04289544235924933,135,0.0,False,0.0
"ELEPHANT, BIRTHDAY CARD, ",2114,5.6675603217158175,244,40.0,False,0.0
ELVIS WALLHANGING / CURTAIN,48,0.128686327077748,52,1.0,False,0.0
EMBOSSED GLASS TEALIGHT HOLDER,2381,6.383378016085791,249,45.0,False,0.0
EMBOSSED HEART TRINKET BOX,225,0.6032171581769437,468,4.0,False,0.0
EMBROIDERED RIBBON REEL CLAIRE,219,0.5871313672922251,380,4.0,False,0.0
EMBROIDERED RIBBON REEL DAISY ,558,1.4959785522788205,120,10.0,False,0.0
EMBROIDERED RIBBON REEL EMILY ,526,1.4101876675603218,258,10.0,False,0.0
EMBROIDERED RIBBON REEL RACHEL ,358,0.9597855227882037,160,7.0,False,0.0
EMBROIDERED RIBBON REEL REBECCA ,312,0.8364611260053619,192,6.0,False,0.0
EMBROIDERED RIBBON REEL ROSIE,485,1.3002680965147453,345,9.0,False,0.0
EMBROIDERED RIBBON REEL RUBY ,166,0.4450402144772118,104,3.0,False,0.0
EMBROIDERED RIBBON REEL SALLY ,458,1.227882037533512,468,9.0,False,0.0
EMBROIDERED RIBBON REEL SOPHIE  ,292,0.7828418230563002,383,5.0,False,0.0
EMBROIDERED RIBBON REEL SUSIE ,556,1.4906166219839143,409,10.0,False,0.0
EMERGENCY FIRST AID TIN ,890,2.386058981233244,17,17.0,False,0.0
EMPIRE BIRTHDAY CARD,1143,3.064343163538874,397,21.0,False,0.0
EMPIRE DESIGN ROSETTE,4236,11.35656836461126,369,79.0,False,0.0
EMPIRE GIFT WRAP,3400,9.115281501340483,397,64.0,False,0.0
EMPIRE TISSUE BOX,1945,5.214477211796247,193,37.0,False,0.0
EMPIRE UNION JACK TV DINNER TRAY,811,2.1742627345844503,290,15.0,False,0.0
ENAMEL BLUE RIM BISCUIT BIN,89,0.2386058981233244,204,2.0,False,0.0
ENAMEL BLUE RIM COFFEE CONTAINER,147,0.3941018766756032,361,3.0,False,0.0
ENAMEL BLUE RIM TEA CONTAINER,8,0.021447721179624665,204,0.0,False,0.0
ENAMEL BOWL PANTRY,24,0.064343163538874,164,0.0,False,0.0
ENAMEL BREAD BIN CREAM,713,1.9115281501340482,102,13.0,False,0.0
ENAMEL COLANDER CREAM,434,1.1635388739946382,169,8.0,False,0.0
ENAMEL DINNER PLATE PANTRY,12,0.032171581769437,443,0.0,False,0.0
ENAMEL FIRE BUCKET CREAM,221,0.5924932975871313,70,4.0,False,0.0
ENAMEL FLOWER JUG CREAM,1995,5.348525469168901,131,37.0,False,0.0
ENAMEL JUG PANTRY,8,0.021447721179624665,60,0.0,False,0.0
ENAMEL MEASURING JUG CREAM,1193,3.1983914209115283,412,22.0,False,0.0
ENAMEL MUG PANTRY,12,0.032171581769437,286,0.0,False,0.0
ENAMEL PINK COFFEE CONTAINER,603,1.616621983914209,14,11.0,False,0.0
ENAMEL PINK TEA CONTAINER,389,1.0428954423592494,475,7.0,False,0.0
ENAMEL WASH BOWL CREAM,660,1.769436997319035,101,12.0,False,0.0
ENAMEL WATERING CAN CREAM,544,1.4584450402144773,179,10.0,False,0.0
ENCHANTED BIRD COATHANGER 5 HOOK,775,2.0777479892761392,326,15.0,False,0.0
ENCHANTED BIRD PLANT CAGE,181,0.48525469168900803,31,3.0,False,0.0
ENGLISH ROSE GARDEN SECATEURS,1958,5.249329758713137,414,37.0,False,0.0
ENGLISH ROSE HOT WATER BOTTLE,1423,3.8150134048257374,335,27.0,False,0.0
ENGLISH ROSE METAL WASTE BIN,20,0.05361930294906166,10,0.0,False,0.0
ENGLISH ROSE NOTEBOOK A6 SIZE,398,1.0670241286863271,142,7.0,False,0.0
ENGLISH ROSE NOTEBOOK A7 SIZE,2729,7.316353887399464,242,51.0,False,0.0
ENGLISH ROSE SCENTED HANGING FLOWER,423,1.1340482573726542,21,8.0,False,0.0
ENGLISH ROSE SCENTED HANGING HEART,4,0.010723860589812333,355,0.0,False,0.0
ENGLISH ROSE SMALL SCENTED FLOWER,198,0.5308310991957105,55,4.0,False,0.0
ENGLISH ROSE SPIRIT LEVEL ,948,2.5415549597855227,43,18.0,False,0.0
ENVELOPE 50 BLOSSOM IMAGES,947,2.53887399463807,442,18.0,False,0.0
ENVELOPE 50 CURIOUS IMAGES,50,0.13404825737265416,87,1.0,False,0.0
ENVELOPE 50 ROMANTIC IMAGES,6,0.0160857908847185,227,0.0,False,0.0
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5856,15.699731903485254,310,110.0,False,0.0
ETCHED GLASS COASTER,1536,4.117962466487936,420,29.0,False,0.0
EUCALYPTUS & PINECONE  WREATH,311,0.8337801608579088,82,6.0,False,0.0
FAIRY CAKE BIRTHDAY CANDLE SET,428,1.1474530831099197,291,8.0,False,0.0
FAIRY CAKE DESIGN UMBRELLA,411,1.1018766756032172,258,8.0,False,0.0
FAIRY CAKE FLANNEL ASSORTED COLOUR,10082,27.029490616621985,56,189.0,True,133.0
FAIRY CAKE NOTEBOOK A5 SIZE,46,0.12332439678284182,130,1.0,False,0.0
FAIRY CAKES NOTEBOOK A6 SIZE,1272,3.4101876675603218,223,24.0,False,0.0
FAIRY CAKES NOTEBOOK A7 SIZE,1684,4.514745308310992,248,32.0,False,0.0
FAIRY DREAMS INCENSE ,1025,2.74798927613941,65,19.0,False,0.0
FAIRY SOAP SOAP HOLDER,232,0.6219839142091153,359,4.0,False,0.0
FAIRY TALE COTTAGE NIGHT LIGHT,913,2.447721179624665,116,17.0,False,0.0
FAIRY TALE COTTAGE NIGHTLIGHT,2016,5.404825737265416,328,38.0,False,0.0
FAMILY ALBUM WHITE PICTURE FRAME,1075,2.8820375335120643,57,20.0,False,0.0
FAMILY PHOTO FRAME CORNICE,837,2.2439678284182305,70,16.0,False,0.0
FAN BLACK FRAME ,143,0.38337801608579086,346,3.0,False,0.0
"FANCY FONT BIRTHDAY CARD, ",4740,12.707774798927614,35,89.0,True,54.0
FANCY FONTS BIRTHDAY WRAP,8600,23.056300268096514,301,161.0,False,0.0
FANNY'S REST STOPMETAL SIGN,421,1.128686327077748,266,8.0,False,0.0
FAUX FUR CHOCOLATE THROW,66,0.1769436997319035,17,1.0,False,0.0
FAWN AND MUSHROOM GREETING CARD,108,0.289544235924933,122,2.0,False,0.0
FAWN BLUE HOT WATER BOTTLE,2925,7.841823056300268,364,55.0,False,0.0
"FEATHER PEN,COAL BLACK",2462,6.600536193029491,262,46.0,False,0.0
"FEATHER PEN,HOT PINK",3621,9.707774798927614,189,68.0,False,0.0
"FEATHER PEN,LIGHT PINK",1936,5.190348525469169,216,36.0,False,0.0
FELT EGG COSY BLUE RABBIT ,410,1.0991957104557641,312,8.0,False,0.0
FELT EGG COSY CHICKEN,924,2.4772117962466487,136,17.0,False,0.0
FELT EGG COSY LADYBIRD ,256,0.6863270777479893,65,5.0,False,0.0
FELT EGG COSY WHITE RABBIT ,520,1.3941018766756033,223,10.0,False,0.0
